id,miembros,dia_0,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,dia_7
3366,4,15,11,50,4,29,58,97,70
3367,2,38,94,23,8,18,55,72,82
3368,4,98,35,1,23,6,40,79,95
3369,6,43,46,89,34,75,45,54,9
3370,2,17,1,6,28,66,38,18,83
3371,3,12,25,4,51,11,81,53,1
3372,4,55,7,66,82,17,73,84,68
3373,2,33,9,19,6,8,58,73,43
3374,2,15,45,81,1,53,12,22,27
3375,5,17,18,96,10,72,1,64,87
3376,5,39,4,1,44,26,97,67,28
3377,7,57,15,1,46,85,37,58,39
3378,6,40,47,10,75,89,22,69,53
3379,2,20,82,1,28,18,95,38,67
3380,2,39,25,59,73,42,82,10,49
3381,4,1,10,39,66,12,75,29,73
3382,4,93,24,12,55,15,47,23,17
3383,4,3,11,61,52,40,22,89,66
3384,5,1,91,47,44,14,88,33,29
3385,6,86,19,17,7,76,74,1,34
3386,3,3,1,82,74,28,60,47,61
3387,4,1,11,26,44,45,59,56,88
3388,3,15,98,26,19,8,59,95,60
3389,3,19,23,95,7,49,22,32,11
3390,3,95,65,10,67,12,66,14,69
3391,4,52,18,8,7,5,94,25,32
3392,4,96,81,41,24,10,3,1,68
3393,3,1,47,26,60,10,45,25,55
3394,6,59,26,57,65,4,17,1,25
3395,6,4,12,100,1,51,66,41,87
3396,2,96,47,54,25,22,3,45,10
3397,5,1,15,33,61,12,49,47,9
3398,3,34,42,17,73,4,22,18,11
3399,3,44,46,25,18,5,65,87,38
3400,4,4,38,53,40,31,72,52,39
3401,2,5,52,96,1,60,54,81,83
3402,3,72,1,21,32,98,3,40,23
3403,4,1,52,12,87,59,76,67,75
3404,4,31,89,13,96,54,59,41,87
3405,5,51,25,61,26,68,34,74,45
3406,2,67,40,80,37,1,3,18,39
3407,6,7,57,21,52,33,20,56,58
3408,6,25,18,59,67,89,58,2,80
3409,2,70,89,17,38,81,61,58,49
3410,4,67,25,1,35,32,85,40,31
3411,5,29,73,96,24,37,33,46,32
3412,2,1,17,97,2,84,5,38,81
3413,5,68,5,44,6,57,33,3,89
3414,3,40,75,48,79,82,61,18,13
3415,7,80,51,16,59,20,8,24,68
3416,6,7,46,1,61,76,2,11,15
3417,3,46,67,54,26,30,73,82,27
3418,5,5,34,64,47,61,1,3,10
3419,5,38,67,46,10,49,33,40,1
3420,2,41,14,10,27,25,1,37,53
3421,3,46,94,31,47,18,40,58,24
3422,2,48,36,62,9,66,68,17,19
3423,4,25,40,72,1,51,74,80,17
3424,4,53,56,80,73,1,29,25,32
3425,5,6,28,67,13,26,15,10,35
3426,4,80,1,12,54,32,88,47,33
3427,4,53,95,26,68,61,28,69,1
3428,3,9,52,80,1,49,6,68,33
3429,2,17,95,74,35,57,58,1,75
3430,5,2,7,53,59,38,20,37,96
3431,4,14,4,45,96,1,66,13,87
3432,4,6,29,1,64,78,58,14,28
3433,3,98,6,8,79,74,58,95,25
3434,5,35,74,80,12,87,38,1,63
3435,2,87,37,3,26,95,10,34,45
3436,4,98,5,12,13,32,17,25,75
3437,8,38,90,80,1,51,81,11,89
3438,2,45,68,5,47,3,18,17,1
3439,4,88,53,18,85,39,89,30,1
3440,4,88,53,3,11,4,95,1,2
3441,4,39,95,16,61,54,50,80,65
3442,4,10,18,19,28,5,1,39,32
3443,3,83,84,5,1,88,4,10,80
3444,6,66,19,96,24,79,48,11,89
3445,5,46,77,10,1,2,99,61,19
3446,4,44,73,80,40,45,60,54,13
3447,6,52,38,41,89,25,53,26,34
3448,4,48,66,96,9,47,53,97,1
3449,6,12,51,31,1,29,4,95,11
3450,2,5,1,33,72,37,96,73,39
3451,3,66,39,46,68,5,73,61,1
3452,3,38,1,32,19,45,2,20,40
3453,3,19,1,42,12,44,46,26,27
3454,7,12,66,75,95,18,1,56,10
3455,2,66,81,63,6,10,14,75,8
3456,3,54,34,81,87,88,1,17,64
3457,7,61,37,92,38,50,96,9,1
3458,6,52,25,80,53,63,59,31,26
3459,5,52,23,40,28,83,47,96,42
3460,2,94,14,26,19,59,17,32,12
3461,4,52,81,85,21,18,8,25,67
3462,3,87,4,32,79,10,26,28,96
3463,3,30,54,1,95,99,68,66,8
3464,7,6,54,11,22,12,43,47,75
3465,6,24,81,94,87,45,31,19,85
3466,4,34,46,1,94,33,2,73,13
3467,5,6,57,1,22,15,24,3,52
3468,8,39,40,35,42,19,52,25,24
3469,6,32,28,41,29,38,26,1,55
3470,5,75,39,59,11,1,50,25,95
3471,4,46,81,75,25,51,82,99,57
3472,8,1,24,10,73,26,3,27,56
3473,6,47,28,2,34,11,9,25,56
3474,4,49,17,44,48,41,67,32,39
3475,5,74,6,11,1,26,61,24,79
3476,5,40,94,2,38,13,5,10,60
3477,3,46,1,71,8,5,31,27,30
3478,2,38,43,40,24,52,1,5,7
3479,4,87,47,57,46,14,4,34,25
3480,2,32,83,46,6,78,33,31,44
3481,4,12,20,68,95,54,11,52,26
3482,3,34,4,81,69,5,94,38,10
3483,5,75,53,25,18,19,81,5,20
3484,4,1,52,74,37,96,19,47,46
3485,2,1,6,95,19,46,14,25,61
3486,2,37,31,23,7,39,41,32,67
3487,4,83,1,80,66,94,59,7,87
3488,4,1,78,88,26,72,81,33,55
3489,7,85,11,67,28,46,24,53,27
3490,5,25,11,19,14,53,40,95,88
3491,8,19,3,64,60,1,53,38,27
3492,4,25,75,80,9,77,33,89,31
3493,3,28,1,96,39,81,45,61,55
3494,3,11,67,97,40,96,59,94,66
3495,7,1,12,49,6,27,45,24,66
3496,3,86,4,69,43,67,5,8,88
3497,5,12,67,2,20,10,3,88,9
3498,4,17,79,48,49,70,11,93,22
3499,7,10,12,11,39,28,47,40,32
3500,2,14,74,89,24,53,55,95,47
3501,4,13,80,61,12,3,17,7,94
3502,5,81,74,88,1,76,67,46,4
3503,3,74,54,1,51,53,22,67,11
3504,6,25,81,6,18,4,42,52,15
3505,4,33,59,74,16,67,70,1,32
3506,2,4,81,2,31,18,47,59,30
3507,3,1,32,64,63,11,20,18,45
3508,5,40,52,92,67,53,18,61,3
3509,3,59,63,25,49,3,64,41,53
3510,4,24,15,22,53,1,46,33,80
3511,3,96,52,49,51,12,53,68,1
3512,3,12,88,1,54,20,29,94,37
3513,4,87,25,28,44,4,52,1,94
3514,3,59,1,75,74,3,14,34,51
3515,4,24,19,80,74,75,8,60,96
3516,2,80,1,4,89,31,47,40,68
3517,3,28,26,47,4,57,12,80,31
3518,3,10,53,11,51,74,96,60,52
3519,8,1,4,5,62,89,38,29,18
3520,3,23,46,70,8,24,45,1,59
3521,5,36,1,68,19,46,23,56,95
3522,3,88,65,34,15,1,45,31,40
3523,3,25,28,39,76,96,88,33,91
3524,2,8,47,15,52,26,59,12,1
3525,2,34,12,27,75,31,46,33,53
3526,4,90,80,44,22,26,54,39,53
3527,4,17,55,38,88,61,52,80,20
3528,7,3,28,48,87,45,1,25,10
3529,2,52,65,73,89,24,9,23,33
3530,2,89,5,49,14,25,10,74,37
3531,3,94,31,26,58,40,67,19,24
3532,4,39,82,23,3,33,18,10,59
3533,3,18,5,26,10,39,23,6,40
3534,5,1,38,13,28,4,82,59,31
3535,4,28,74,39,31,53,40,47,29
3536,3,17,21,52,41,11,4,26,25
3537,7,96,74,24,23,87,33,67,41
3538,4,13,10,7,3,11,96,38,67
3539,4,93,73,54,17,13,33,61,20
3540,3,23,90,45,55,80,14,21,3
3541,3,40,19,1,10,21,68,54,89
3542,4,45,52,78,92,17,22,14,15
3543,4,1,75,11,34,82,39,54,60
3544,5,57,23,26,66,81,51,6,2
3545,4,76,53,8,1,9,45,21,10
3546,5,58,94,33,34,87,38,53,6
3547,3,89,52,4,31,45,49,1,40
3548,6,84,87,1,82,18,80,66,48
3549,6,12,11,68,75,1,3,6,4
3550,4,29,61,73,1,25,26,94,38
3551,4,4,88,52,19,89,80,15,10
3552,6,14,62,59,37,1,40,17,10
3553,5,47,68,31,1,29,17,5,59
3554,4,13,20,1,94,4,9,19,47
3555,3,75,1,33,96,5,12,81,17
3556,3,95,22,2,70,94,68,4,75
3557,3,60,5,32,42,28,1,24,81
3558,2,27,1,32,52,3,66,17,95
3559,4,54,89,47,40,4,95,1,75
3560,6,17,81,45,14,1,47,33,32
3561,5,24,78,88,57,75,61,15,85
3562,3,47,5,9,11,3,1,39,20
3563,3,36,47,87,96,28,38,48,5
3564,5,40,31,59,15,73,96,94,11
3565,4,22,24,59,84,61,52,55,45
3566,3,38,74,77,45,98,33,73,24
3567,3,29,1,82,45,24,16,74,66
3568,4,59,27,37,54,24,18,1,16
3569,3,33,2,67,73,25,62,1,40
3570,7,100,82,60,19,42,76,27,35
3571,8,21,5,54,89,1,57,76,38
3572,4,60,40,42,38,17,39,41,80
3573,4,14,49,1,51,25,74,30,33
3574,4,53,71,61,66,24,60,89,2
3575,2,1,97,94,11,21,66,5,54
3576,4,61,1,82,5,54,3,22,32
3577,3,66,47,31,82,67,92,87,50
3578,5,82,80,56,1,24,75,52,5
3579,2,93,78,55,17,68,33,52,59
3580,7,32,4,19,1,25,58,17,62
3581,3,53,29,10,1,87,36,23,20
3582,4,8,43,95,1,33,31,96,61
3583,6,33,49,87,23,95,27,73,41
3584,2,26,1,21,53,25,70,94,4
3585,5,72,32,24,17,96,40,49,94
3586,4,4,1,82,45,65,26,33,7
3587,3,5,48,19,63,60,81,52,76
3588,3,87,30,39,26,1,48,11,53
3589,3,1,88,3,18,58,62,53,54
3590,5,82,61,24,35,59,73,93,47
3591,4,59,61,74,29,1,39,67,7
3592,5,8,40,87,82,22,81,11,80
3593,3,42,89,3,13,73,31,92,80
3594,3,81,1,65,75,38,30,42,46
3595,8,18,10,1,61,17,31,74,26
3596,3,31,32,53,81,59,89,1,95
3597,3,80,88,37,73,6,10,74,40
3598,2,1,39,66,53,11,20,54,61
3599,2,5,57,72,82,85,14,68,3
3600,4,54,39,8,3,87,17,32,48
3601,4,81,84,31,92,95,41,8,46
3602,4,8,46,68,22,31,82,96,4
3603,4,94,88,74,33,99,2,22,25
3604,5,53,89,17,32,4,82,60,23
3605,4,39,55,51,22,68,5,64,32
3606,7,9,94,68,44,19,49,51,1
3607,2,1,33,3,16,22,19,80,27
3608,4,63,39,90,87,4,40,70,33
3609,8,94,23,46,1,83,68,32,8
3610,4,24,1,67,25,9,22,31,88
3611,7,88,1,32,73,2,45,4,3
3612,3,47,46,74,4,25,57,37,66
3613,2,82,87,79,67,88,61,75,25
3614,4,5,6,75,96,4,33,29,10
3615,4,18,13,54,26,66,81,73,61
3616,7,83,1,3,31,38,65,20,42
3617,3,84,18,25,21,31,53,41,33
3618,2,47,40,38,78,1,33,31,87
3619,3,32,10,61,40,89,18,95,33
3620,5,61,37,55,5,90,3,38,64
3621,4,18,46,29,27,80,47,94,54
3622,4,24,38,60,80,26,75,87,27
3623,3,17,1,8,12,54,94,14,66
3624,3,77,45,54,1,47,5,51,6
3625,6,81,23,80,24,42,96,18,30
3626,5,43,7,66,4,5,18,27,34
3627,2,39,12,87,1,22,8,58,45
3628,4,28,1,2,11,47,7,30,87
3629,4,5,49,18,59,73,1,80,12
3630,3,61,64,53,1,81,80,74,46
3631,4,35,24,9,97,58,46,37,67
3632,5,67,25,26,75,1,94,32,12
3633,3,66,89,19,61,17,1,34,64
3634,5,16,11,63,95,57,10,3,75
3635,4,30,85,24,70,59,66,26,32
3636,3,59,11,1,58,75,3,74,93
3637,2,95,24,38,70,43,5,4,33
3638,8,87,40,1,11,10,89,18,25
3639,7,1,17,5,74,32,40,60,36
3640,6,59,77,41,89,74,58,82,48
3641,3,76,29,11,25,31,67,46,81
3642,3,19,6,20,3,39,1,54,80
3643,4,66,31,5,45,61,82,48,67
3644,6,89,38,18,54,51,32,45,55
3645,2,87,94,19,39,73,85,88,15
3646,4,19,24,10,50,27,53,33,88
3647,5,47,40,1,63,10,66,56,55
3648,3,3,36,23,24,1,22,12,62
3649,6,12,73,20,85,8,6,22,23
3650,4,38,19,53,21,17,18,1,10
3651,3,24,10,46,8,89,61,11,80
3652,3,28,22,21,31,19,66,1,59
3653,4,61,82,96,10,59,95,52,17
3654,5,39,23,80,1,25,10,24,87
3655,2,31,39,10,14,59,73,34,40
3656,4,75,54,33,16,53,24,1,25
3657,4,22,17,6,7,24,96,10,95
3658,5,45,32,22,79,11,1,86,44
3659,7,82,47,43,5,67,61,39,40
3660,5,36,32,71,26,54,12,94,10
3661,4,2,96,68,76,50,12,7,46
3662,8,19,48,6,24,40,96,3,41
3663,4,33,95,13,83,80,92,4,88
3664,8,4,94,12,24,15,81,96,20
3665,4,25,1,9,20,17,26,38,45
3666,2,40,38,4,95,35,39,1,59
3667,3,23,1,7,38,86,3,24,49
3668,2,81,86,4,88,44,1,53,75
3669,5,48,76,14,5,80,44,1,87
3670,3,25,55,46,48,82,17,24,49
3671,2,26,68,82,9,75,11,88,51
3672,2,88,1,3,31,32,53,23,61
3673,4,33,59,80,86,39,27,19,69
3674,5,23,88,40,1,12,2,39,92
3675,5,51,10,2,35,1,20,50,46
3676,6,1,87,80,3,93,21,12,53
3677,2,89,60,95,40,78,67,4,1
3678,2,14,73,47,54,67,88,3,33
3679,2,21,15,76,31,41,7,27,49
3680,7,67,90,21,60,9,45,89,35
3681,3,17,18,11,80,5,7,1,60
3682,5,57,31,45,20,61,11,17,34
3683,8,16,68,73,36,61,50,67,77
3684,5,42,66,96,17,95,27,18,24
3685,4,75,5,38,80,34,12,73,10
3686,6,58,47,7,14,75,89,52,44
3687,3,85,32,46,45,3,37,11,64
3688,5,59,43,19,1,67,45,4,31
3689,4,45,46,88,20,67,74,59,18
3690,3,18,25,8,67,85,42,12,50
3691,3,18,94,32,24,3,39,49,79
3692,7,47,39,19,69,78,58,95,32
3693,4,46,3,28,23,1,40,52,38
3694,4,89,95,53,75,38,34,81,35
3695,6,68,87,1,96,80,10,25,20
3696,3,24,12,80,96,13,62,16,19
3697,5,74,95,98,25,1,18,54,38
3698,4,53,67,32,23,31,64,7,94
3699,4,19,31,18,93,4,53,88,45
3700,3,24,88,51,9,60,45,47,30
3701,5,50,15,75,53,17,61,18,2
3702,7,46,4,19,33,80,94,10,95
3703,4,4,17,27,41,11,68,3,21
3704,6,66,60,81,33,3,45,62,51
3705,4,33,68,27,25,40,44,11,16
3706,5,75,35,26,4,12,34,1,13
3707,4,16,87,99,30,28,24,1,44
3708,4,16,60,56,81,32,19,26,3
3709,5,30,73,31,75,47,54,1,40
3710,4,73,69,61,1,5,60,32,74
3711,5,26,39,76,86,32,66,89,3
3712,5,5,89,82,47,1,27,54,14
3713,2,54,11,80,16,25,14,52,24
3714,3,44,62,43,81,4,60,58,40
3715,4,66,61,26,10,45,6,88,19
3716,2,32,28,21,61,54,67,74,8
3717,4,74,84,1,43,10,59,89,39
3718,2,53,100,9,18,66,38,74,6
3719,4,29,91,88,66,18,6,1,7
3720,6,3,88,84,32,1,93,39,59
3721,6,62,31,99,16,73,6,61,7
3722,2,66,52,26,56,3,24,28,62
3723,4,60,68,45,31,39,4,28,1
3724,2,32,84,25,48,19,68,17,18
3725,5,11,73,10,3,40,23,58,45
3726,4,27,94,25,83,19,57,96,3
3727,4,57,18,81,5,46,68,80,3
3728,6,53,13,37,16,80,52,59,6
3729,4,99,19,84,18,33,1,81,43
3730,6,5,25,81,24,96,66,41,74
3731,3,36,43,82,50,28,5,52,11
3732,2,4,35,1,68,48,73,25,67
3733,6,85,96,20,24,16,18,46,1
3734,2,1,4,89,10,28,97,24,5
3735,2,81,21,79,1,74,52,3,78
3736,5,6,29,38,95,53,48,32,82
3737,3,38,17,1,25,45,11,73,51
3738,2,80,66,32,40,7,39,10,37
3739,4,90,84,52,14,22,68,46,73
3740,3,24,1,23,80,74,40,29,5
3741,2,94,23,54,10,91,12,52,88
3742,8,27,58,5,44,47,23,1,6
3743,4,80,17,44,25,20,62,94,12
3744,2,60,53,19,38,82,72,6,3
3745,3,25,75,38,92,45,1,52,60
3746,8,17,52,32,6,47,24,74,99
3747,4,54,60,43,11,4,85,68,55
3748,5,80,26,78,40,82,41,11,17
3749,5,89,38,1,5,40,24,85,39
3750,5,15,3,73,31,61,26,19,5
3751,5,53,52,3,21,30,9,1,87
3752,7,36,32,38,59,45,3,78,67
3753,5,17,21,50,66,88,71,100,31
3754,7,87,33,85,12,2,10,59,19
3755,6,22,89,68,95,26,54,67,41
3756,4,82,36,87,96,22,25,35,94
3757,3,11,9,1,96,52,31,77,45
3758,5,11,60,80,17,38,69,67,45
3759,3,53,45,47,61,55,87,1,83
3760,5,95,26,10,5,80,100,11,81
3761,4,22,32,14,24,88,34,96,98
3762,2,54,11,95,4,39,9,46,33
3763,5,46,34,1,98,40,5,84,13
3764,7,17,41,78,12,66,70,10,59
3765,4,62,45,1,17,8,89,74,27
3766,2,11,61,89,1,17,82,4,47
3767,5,35,29,92,87,31,69,55,1
3768,5,41,85,21,38,50,33,82,87
3769,8,3,26,58,19,18,100,99,66
3770,2,1,68,60,6,88,80,50,40
3771,4,40,25,12,29,18,10,73,2
3772,6,4,47,73,11,32,54,69,96
3773,3,17,51,7,25,75,84,88,74
3774,5,22,39,28,1,61,10,40,3
3775,3,20,24,27,26,19,61,14,9
3776,3,95,74,58,68,1,82,73,56
3777,5,16,47,37,51,1,50,66,24
3778,8,32,12,5,31,50,19,26,38
3779,4,18,88,1,96,14,52,12,67
3780,4,88,64,1,61,94,66,39,31
3781,4,58,6,13,24,1,75,18,37
3782,2,54,65,8,88,32,99,61,95
3783,5,46,54,87,76,1,19,74,91
3784,4,1,88,28,74,45,10,26,19
3785,4,82,54,18,96,94,28,91,53
3786,4,19,41,12,9,87,59,95,80
3787,4,10,17,1,55,15,74,24,53
3788,6,73,11,28,24,96,72,75,1
3789,4,11,17,23,78,87,54,19,15
3790,2,82,3,46,31,1,38,80,19
3791,5,59,43,36,32,5,20,24,16
3792,8,77,3,68,96,2,25,1,60
3793,6,43,53,32,1,39,82,74,68
3794,4,47,17,54,7,39,71,95,5
3795,8,20,86,19,1,39,53,25,17
3796,8,96,86,24,8,31,60,37,82
3797,4,13,39,1,88,8,61,10,86
3798,6,89,52,31,20,34,15,67,42
3799,2,4,47,12,24,21,20,29,65
3800,4,19,80,78,12,31,75,58,1
3801,5,23,10,31,57,59,16,8,1
3802,3,36,68,24,80,89,53,10,13
3803,2,60,95,82,22,81,53,25,52
3804,7,56,79,28,60,61,13,88,35
3805,4,27,1,82,26,45,18,74,94
3806,6,81,55,7,17,38,69,16,9
3807,3,8,30,51,46,80,33,27,38
3808,5,33,53,12,52,30,88,98,72
3809,4,45,1,81,20,9,11,52,3
3810,2,45,85,18,24,11,3,17,42
3811,3,7,10,60,94,63,27,31,26
3812,4,31,96,10,61,1,84,11,52
3813,7,75,52,49,40,8,91,22,60
3814,4,54,1,97,3,46,17,5,24
3815,2,70,91,4,60,56,76,85,26
3816,3,35,12,59,2,39,8,33,46
3817,4,80,29,12,15,6,45,67,30
3818,5,80,45,17,2,34,95,32,31
3819,6,91,10,39,5,26,3,7,52
3820,3,59,60,87,38,45,32,30,7
3821,7,3,36,23,27,11,96,55,46
3822,4,40,12,35,68,1,9,82,61
3823,5,1,10,32,17,24,2,53,45
3824,5,59,46,72,26,3,84,86,61
3825,4,80,99,81,100,44,75,26,20
3826,2,60,76,56,40,17,86,14,19
3827,4,34,54,3,80,17,55,23,94
3828,3,87,46,25,85,22,49,5,15
3829,5,68,82,16,73,41,1,67,44
3830,3,8,94,42,18,46,17,81,34
3831,4,4,1,73,75,31,87,45,47
3832,3,53,27,1,16,65,51,3,7
3833,4,38,1,89,67,12,5,11,88
3834,4,3,47,9,94,6,66,80,18
3835,4,66,4,10,25,3,40,33,80
3836,5,41,17,24,1,88,19,13,2
3837,3,18,81,31,46,4,95,80,60
3838,2,63,2,45,23,34,3,29,14
3839,5,19,30,51,40,15,3,9,36
3840,4,35,10,19,32,29,36,1,24
3841,4,82,15,4,51,40,3,1,5
3842,5,27,5,11,17,50,74,46,42
3843,4,40,11,22,3,8,52,15,59
3844,4,85,40,80,27,75,61,38,81
3845,4,42,46,40,6,86,18,52,26
3846,6,17,80,96,7,1,26,10,24
3847,3,89,6,1,20,14,3,40,2
3848,3,24,74,29,60,1,6,10,39
3849,4,61,87,74,75,17,27,53,100
3850,6,11,56,10,2,1,73,82,18
3851,5,32,30,31,17,1,87,79,25
3852,5,34,3,87,22,29,15,40,85
3853,3,38,50,11,61,89,1,28,12
3854,4,7,1,100,18,60,22,45,87
3855,5,74,1,29,11,39,53,33,27
3856,5,10,90,11,1,23,41,74,44
3857,4,3,69,55,88,11,87,54,46
3858,3,10,49,47,23,44,95,39,66
3859,2,95,80,40,31,9,19,48,34
3860,4,60,29,98,10,13,52,57,53
3861,6,26,11,69,28,24,60,68,27
3862,2,41,11,24,59,47,36,15,62
3863,4,17,1,4,87,10,2,51,11
3864,6,25,17,94,76,1,37,62,56
3865,4,89,26,39,88,45,67,3,32
3866,4,10,82,74,84,12,17,5,48
3867,4,49,8,15,74,51,21,67,25
3868,5,1,32,75,18,53,3,28,47
3869,4,9,31,1,46,33,22,11,75
3870,4,29,59,45,12,75,38,13,87
3871,3,2,50,61,7,66,11,39,75
3872,5,16,38,10,78,33,49,14,3
3873,6,2,5,19,97,58,11,37,35
3874,6,60,34,94,52,32,55,3,20
3875,4,1,60,26,45,59,7,33,74
3876,3,28,81,1,17,59,40,10,39
3877,4,40,46,48,1,96,57,31,15
3878,7,91,67,3,45,58,53,72,96
3879,3,32,45,36,81,31,4,10,86
3880,4,6,33,40,17,5,4,46,1
3881,4,12,1,54,32,78,41,10,39
3882,2,81,39,26,63,17,19,27,70
3883,4,1,14,34,11,64,53,98,31
3884,4,58,19,49,89,74,1,51,63
3885,5,9,17,23,46,87,72,28,68
3886,3,63,74,88,17,32,96,1,46
3887,3,15,43,41,18,11,12,17,81
3888,3,30,59,25,81,3,17,24,39
3889,4,55,14,96,10,21,88,58,75
3890,5,1,68,55,35,82,39,54,95
3891,2,1,37,7,33,12,3,68,89
3892,3,96,82,81,19,2,26,88,75
3893,5,2,54,31,89,68,67,17,15
3894,6,27,26,100,25,59,40,31,61
3895,4,1,25,7,82,67,3,48,89
3896,4,20,5,58,33,52,35,3,11
3897,3,38,61,43,1,95,32,18,66
3898,7,60,18,27,59,87,67,8,17
3899,6,60,52,75,19,15,23,31,53
3900,5,49,33,20,67,1,8,36,87
3901,3,87,68,26,95,81,1,82,89
3902,5,45,88,1,52,18,21,57,44
3903,4,6,75,1,31,39,33,70,20
3904,4,94,25,26,20,82,66,28,1
3905,3,61,58,66,43,38,42,45,20
3906,5,94,64,18,3,73,46,39,96
3907,5,19,96,43,33,47,54,89,1
3908,3,1,92,33,55,5,61,32,38
3909,5,1,3,19,4,18,29,88,75
3910,4,49,39,46,4,45,31,1,59
3911,2,61,58,15,10,82,25,40,4
3912,3,5,22,11,46,54,80,1,24
3913,2,99,18,13,84,12,44,73,47
3914,4,68,12,1,16,45,5,53,80
3915,2,94,18,35,95,72,66,82,79
3916,6,46,5,45,47,25,35,19,59
3917,4,33,1,18,2,19,60,68,80
3918,7,60,52,46,17,81,12,27,95
3919,4,15,75,32,25,12,1,38,80
3920,3,31,90,5,24,96,89,80,18
3921,6,1,58,91,46,100,14,3,41
3922,4,51,32,50,47,4,43,67,42
3923,3,1,95,68,74,73,52,70,94
3924,4,45,22,9,1,41,25,73,53
3925,3,11,23,94,47,51,45,3,61
3926,3,39,40,96,33,73,94,5,17
3927,7,12,61,52,21,3,1,74,33
3928,4,37,27,67,12,11,91,5,63
3929,4,38,60,26,53,78,12,19,13
3930,5,32,87,75,88,45,68,69,40
3931,2,1,46,67,40,5,21,81,90
3932,7,90,18,19,80,4,10,31,39
3933,4,4,96,27,63,60,1,42,10
3934,4,42,48,11,6,4,27,79,80
3935,4,94,10,1,28,61,67,19,40
3936,3,54,17,47,95,68,1,45,22
3937,5,55,18,53,67,88,61,1,31
3938,4,20,47,59,45,44,3,17,82
3939,5,7,31,1,20,73,61,51,12
3940,4,12,29,87,15,1,35,3,89
3941,4,45,46,19,80,40,66,23,47
3942,5,10,32,40,1,87,8,64,26
3943,4,47,1,39,13,19,79,87,53
3944,3,1,24,45,73,31,69,66,10
3945,6,66,21,65,88,26,90,94,33
3946,4,29,44,42,1,80,53,81,24
3947,5,25,23,32,52,67,1,94,87
3948,2,59,94,24,10,1,75,25,46
3949,3,39,3,61,74,45,38,82,86
3950,7,32,40,1,14,55,2,48,47
3951,4,1,16,89,55,50,10,25,26
3952,4,31,11,12,39,59,80,32,10
3953,8,68,38,1,18,76,52,12,11
3954,3,23,24,68,57,80,59,18,82
3955,2,5,22,4,89,87,1,14,60
3956,8,32,77,53,52,40,94,3,38
3957,7,3,55,30,98,14,25,4,17
3958,4,2,26,59,1,42,67,62,12
3959,5,37,5,34,38,20,40,6,17
3960,2,15,24,61,51,39,95,2,9
3961,4,21,97,24,9,82,7,1,53
3962,2,81,39,60,6,43,17,1,40
3963,5,14,19,75,51,11,45,95,7
3964,4,18,47,10,44,31,30,12,4
3965,3,97,32,59,1,26,67,10,5
3966,7,42,40,76,35,89,96,43,10
3967,4,33,38,68,48,67,26,73,3
3968,2,7,48,59,18,45,22,4,81
3969,4,1,51,73,56,19,99,9,33
3970,4,82,11,48,52,98,5,47,18
3971,6,88,74,26,18,87,77,42,56
3972,4,80,5,40,39,14,60,3,1
3973,6,29,2,24,31,52,13,7,14
3974,3,17,1,14,18,79,5,20,80
3975,5,9,32,33,80,1,7,46,2
3976,4,43,59,24,54,33,46,4,8
3977,5,12,9,18,60,52,4,24,62
3978,3,5,33,23,97,62,1,71,59
3979,4,80,33,57,53,68,39,61,47
3980,3,45,1,52,73,87,81,50,31
3981,6,84,5,42,40,54,46,66,80
3982,3,7,42,12,59,77,61,11,94
3983,5,24,48,4,1,59,75,87,96
3984,3,47,51,64,26,1,93,96,88
3985,2,65,7,37,26,4,30,32,61
3986,4,50,33,18,66,44,68,96,38
3987,4,4,3,99,68,17,38,1,39
3988,5,21,59,61,30,73,45,94,54
3989,8,89,29,11,33,26,24,39,1
3990,7,89,87,66,67,32,84,80,82
3991,4,38,97,1,22,23,94,75,95
3992,2,46,18,1,37,10,19,27,66
3993,5,10,6,11,5,17,94,26,24
3994,4,26,1,17,80,81,29,10,28
3995,3,37,60,31,13,1,92,89,5
3996,3,92,80,89,54,13,52,1,12
3997,5,16,60,20,32,68,39,18,40
3998,2,17,18,33,31,19,80,47,11
3999,4,60,96,7,24,38,82,94,92
4000,4,68,5,38,1,42,13,41,87
4001,3,25,31,39,59,22,20,53,4
4002,5,39,18,75,68,6,88,33,4
4003,4,20,67,14,25,40,80,62,1
4004,7,52,5,23,40,24,15,95,51
4005,4,73,30,74,19,1,12,41,26
4006,5,4,5,39,1,40,86,60,80
4007,4,1,80,7,88,33,59,4,39
4008,2,64,83,80,1,94,16,11,96
4009,5,33,19,5,10,25,31,96,12
4010,5,39,11,54,52,30,86,44,20
4011,3,95,21,74,11,39,16,12,20
4012,7,49,89,5,40,98,19,88,9
4013,2,52,29,27,1,7,35,73,4
4014,4,67,54,33,39,26,23,31,3
4015,2,1,94,47,46,69,11,77,10
4016,2,99,39,25,28,3,96,27,47
4017,2,22,7,93,88,32,81,1,12
4018,3,7,60,73,68,74,11,39,62
4019,4,1,73,80,4,88,25,15,35
4020,7,8,15,24,28,5,40,80,14
4021,6,51,47,60,31,66,17,46,52
4022,4,77,17,80,73,18,78,1,14
4023,4,33,36,15,80,29,94,25,59
4024,2,75,85,67,2,93,47,35,29
4025,3,88,74,98,67,89,80,26,1
4026,2,88,82,24,22,28,4,13,12
4027,4,74,4,5,52,45,33,81,60
4028,6,67,74,50,23,10,73,11,66
4029,5,68,1,3,66,25,63,4,22
